GPU available: False, used: False
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
Pre-train Generator...






Epoch 0:  85%|████████▌ | 135/158 [00:12<00:02, 10.68it/s, loss=2.74, v_num=mqby]
[vol_nhoc]: [Mean: 0.553   STD: 0.200   MIN: 0.017   MAX: 0.953]
********************************************************************************
Updating Discriminator...
[1mEpoch 35[22m / 100, G_STEP 1 / 1, PG_Loss: 160.195
Generating 10000 samples for evaluation...


































 99%|█████████▉| 155/156 [01:11<00:00,  1.86it/s]

100%|██████████| 156/156 [01:12<00:00,  2.16it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9602    (96.17%)
Uniqueness:   8006    (83.38%)
Novelty:      7432    (92.83%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CC2CC34CCC(CC13)C2C4
CCC(C)CCC1(C)CC(C)(C)CC1(C)CC
CCCCC1(C)CC(C)C2CC21
CC(C)CC12CCCCC(C)C1CC2
CC1C2CC3CCCCC1C3C2
[vol_nhoc]: [Mean: 0.557   STD: 0.199   MIN: 0.009   MAX: 0.930]
********************************************************************************
Updating Discriminator...
2025-08-17 10:43:31,457 INFO [eval] {"step": 34, "prop/validity": 0.961738782051282, "prop/uniqueness": 0.8337846282024578, "prop/novelty": 0.9283037721708719, "prop/diversity": 0.8803465463840269, "prop/vol_nhoc_mean": 0.557062576893465, "prop/vol_nhoc_std": 0.19897525981547373, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.7675904672423084, "epoch": 35}
[1mEpoch 36[22m / 100, G_STEP 1 / 1, PG_Loss: 154.948
Generating 10000 samples for evaluation...


































 99%|█████████▊| 154/156 [01:09<00:00,  2.85it/s]

100%|██████████| 156/156 [01:10<00:00,  2.21it/s]
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9628    (96.44%)
Uniqueness:   8026    (83.36%)
Novelty:      7426    (92.52%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1CCC2CCCCC(CC2)C1C
CCC1(C2CCCCCCCC2)CCC1
CCC(CCCC(C)C)C1(C)CCC(C)(C)C1
CC1CCCC2(CCC3(CCCC3)C2)C1
CC1CC(C)(C)CCC2C3CC1C2C3
[vol_nhoc]: [Mean: 0.561   STD: 0.200   MIN: 0.027   MAX: 0.953]
********************************************************************************
Updating Discriminator...
2025-08-17 11:01:47,557 INFO [eval] {"step": 35, "prop/validity": 0.9644395472302915, "prop/uniqueness": 0.8336103032820938, "prop/novelty": 0.925242960378769, "prop/diversity": 0.8804246957900461, "prop/vol_nhoc_mean": 0.5606843147184971, "prop/vol_nhoc_std": 0.1997983440541669, "prop/vol_nhoc_min": 0.027217497297929386, "prop/vol_nhoc_max": 0.9533393514143234, "prop/objective": 0.7689322880656297, "epoch": 36}
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 37[22m / 100, G_STEP 1 / 1, PG_Loss: 139.662




































100%|██████████| 156/156 [01:11<00:00,  2.19it/s]
Total Computational Time: [1m 11.81 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9590    (96.05%)
Uniqueness:   7985    (83.26%)
Novelty:      7384    (92.47%)
Diversity:    0.88
Samples of Novel SMILES:
CC12CCC3C(C1)C32C
CC1(C(CC2CC2)C2CC2)CC1
C1CCC2(CC1)CCCC1CCCC12
CCCCC1CCCC12CC2
CC1CCC2(C1)CC2C
2025-08-17 11:19:17,091 INFO [eval] {"step": 36, "prop/validity": 0.9605368589743589, "prop/uniqueness": 0.8326381647549531, "prop/novelty": 0.9247338760175329, "prop/diversity": 0.8799962608269273, "prop/vol_nhoc_mean": 0.5641683369447068, "prop/vol_nhoc_std": 0.20020685268895635, "prop/vol_nhoc_min": 0.019054625075093194, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.7692491147272517, "epoch": 37}
[vol_nhoc]: [Mean: 0.564   STD: 0.200   MIN: 0.019   MAX: 0.956]
********************************************************************************
Updating Discriminator...
[1mEpoch 38[22m / 100, G_STEP 1 / 1, PG_Loss: 128.282
Generating 10000 samples for evaluation...




































 99%|█████████▊| 154/156 [01:13<00:00,  2.61it/s]

100%|██████████| 156/156 [01:13<00:00,  2.11it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9596    (96.11%)
Uniqueness:   7970    (83.06%)
Novelty:      7367    (92.43%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1CCCCC2CCC(C)C1C2
CCCC(C)C1CCC2CCC(C(C)C)C21
CCCC(C)(C)C1(CC)CCCCC(C)(C)C1
CC1CC(C)C2CCCCC1CCCC2
CC1(C)CCC(C2(C)CC2)C1
[vol_nhoc]: [Mean: 0.566   STD: 0.199   MIN: 0.000   MAX: 0.927]
********************************************************************************
Updating Discriminator...
2025-08-17 11:37:40,143 INFO [eval] {"step": 37, "prop/validity": 0.9611378205128205, "prop/uniqueness": 0.830554397665694, "prop/novelty": 0.9243412797992472, "prop/diversity": 0.8792862821949503, "prop/vol_nhoc_mean": 0.5662612945157381, "prop/vol_nhoc_std": 0.19919678758822315, "prop/vol_nhoc_min": 0.0, "prop/vol_nhoc_max": 0.9272659854423129, "prop/objective": 0.7697112174018477, "epoch": 38}
[1mEpoch 39[22m / 100, G_STEP 1 / 1, PG_Loss: 146.691
  1%|▏         | 2/156 [00:00<00:55,  2.79it/s]




































100%|██████████| 156/156 [01:11<00:00,  2.17it/s]
Total Computational Time: [1m 12.41 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9637    (96.52%)
Uniqueness:   7842    (81.37%)
Novelty:      7239    (92.31%)
Diversity:    0.88
Samples of Novel SMILES:
C1CCC(C2CCCC3CC32)C1
CC1CCC2CCC3(CC3)C2C1
CC12CCC(CC3CC(C3)C1)C2
CC1(C)CCC(C2(C)CC2)C1
CCCC1CCC2(CCCC2)C1C
2025-08-17 11:55:10,080 INFO [eval] {"step": 38, "prop/validity": 0.9652443910256411, "prop/uniqueness": 0.813738715367853, "prop/novelty": 0.923106350420811, "prop/diversity": 0.8791733947661945, "prop/vol_nhoc_mean": 0.5711006134395968, "prop/vol_nhoc_std": 0.19970650724712105, "prop/vol_nhoc_min": 0.017776415652185906, "prop/vol_nhoc_max": 0.9546555503655761, "prop/objective": 0.7688581367386997, "epoch": 39}
[vol_nhoc]: [Mean: 0.571   STD: 0.200   MIN: 0.018   MAX: 0.955]
********************************************************************************
Updating Discriminator...
[1mEpoch 40[22m / 100, G_STEP 1 / 1, PG_Loss: 147.072
  5%|▌         | 8/156 [00:03<01:13,  2.01it/s]

































100%|██████████| 156/156 [01:09<00:00,  2.25it/s]
Total Computational Time: [1m 12.70 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9584    (96.00%)
Uniqueness:   7818    (81.57%)
Novelty:      7248    (92.71%)
Diversity:    0.88
Samples of Novel SMILES:
CCC12CCC(C(C)C)CCC1(C)C2
CC1CCCCCCCCC2(CC1)CC2
CCCC1(C)CC(C)(C2(CC)CCCC2)C1
C1CCC(CCCCC2C3CCC23)CC1
CC12CCCCC(C1)C21CCC1
2025-08-17 12:12:41,006 INFO [eval] {"step": 39, "prop/validity": 0.9600320544926375, "prop/uniqueness": 0.8157345575959933, "prop/novelty": 0.9270913277052955, "prop/diversity": 0.8795813553126495, "prop/vol_nhoc_mean": 0.5771671359519583, "prop/vol_nhoc_std": 0.19808336405110857, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.7714384423395687, "epoch": 40}
[vol_nhoc]: [Mean: 0.577   STD: 0.198   MIN: 0.009   MAX: 0.930]
********************************************************************************
Updating Discriminator...
[1mEpoch 41[22m / 100, G_STEP 1 / 1, PG_Loss: 137.848
  1%|          | 1/156 [00:00<01:10,  2.20it/s]


































100%|██████████| 156/156 [01:08<00:00,  2.29it/s]
Total Computational Time: [1m 13.01 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9545    (95.61%)
Uniqueness:   7775    (81.46%)
Novelty:      7205    (92.67%)
Diversity:    0.88
Samples of Novel SMILES:
CCCCCCC(C)C1CCC1CC
C1CCC2(C1)C1CCC1CC21CC1
CCC12CC3CC3CC1(C)C2
C1CC2CCCC3CC(C1)CC3C2
CC1(C)CCC(C2(C)CC2)C1
2025-08-17 12:30:52,674 INFO [eval] {"step": 40, "prop/validity": 0.9561254132024442, "prop/uniqueness": 0.8145625982189628, "prop/novelty": 0.9266881028938907, "prop/diversity": 0.8788180535881918, "prop/vol_nhoc_mean": 0.5785865073186305, "prop/vol_nhoc_std": 0.19944260651735904, "prop/vol_nhoc_min": 0.02160667586300915, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.7709098257905118, "epoch": 41}
[vol_nhoc]: [Mean: 0.579   STD: 0.199   MIN: 0.022   MAX: 0.958]
********************************************************************************
Updating Discriminator...
  1%|          | 1/156 [00:00<01:01,  2.51it/s]
[1mEpoch 42[22m / 100, G_STEP 1 / 1, PG_Loss: 140.808

































100%|██████████| 156/156 [01:06<00:00,  2.35it/s]
Total Computational Time: [1m 13.32 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9584    (95.99%)
Uniqueness:   7723    (80.58%)
Novelty:      7168    (92.81%)
Diversity:    0.88
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CCC1CC2(C)C3(C)CCCCC2(C)C13
CCCC12CC1C1(CC1)C2C
CC12CCC(CC3CC(C3)C1)C2
CC12CCCCC(C1)C21CCC1
[vol_nhoc]: [Mean: 0.585   STD: 0.196   MIN: 0.029   MAX: 0.957]
********************************************************************************
2025-08-17 12:49:25,372 INFO [eval] {"step": 41, "prop/validity": 0.9599358974358975, "prop/uniqueness": 0.805822203672788, "prop/novelty": 0.9281367344296257, "prop/diversity": 0.8780335243364503, "prop/vol_nhoc_mean": 0.5853134444544663, "prop/vol_nhoc_std": 0.19593945919978217, "prop/vol_nhoc_min": 0.02858254368657571, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.7729043448894488, "epoch": 42}
Updating Discriminator...
  1%|          | 1/156 [00:00<01:13,  2.10it/s]
[1mEpoch 43[22m / 100, G_STEP 1 / 1, PG_Loss: 138.265




































100%|██████████| 156/156 [01:11<00:00,  2.17it/s]
Total Computational Time: [1m 13.62 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9551    (95.66%)
Uniqueness:   7726    (80.89%)
Novelty:      7182    (92.96%)
Diversity:    0.88
Samples of Novel SMILES:
C1CCCC2CCC3(CCC1)CCCCC23
C1CC2CC(C1)C2C1CC1CC1CC1
CCCC1CCC2(CCC2)CC1(C)C
CCC1(CC2CCCCC2)CC1C
CC12CCCCC(C1)C21CCC1
2025-08-17 13:07:30,035 INFO [eval] {"step": 42, "prop/validity": 0.9566306089743589, "prop/uniqueness": 0.8089205318814784, "prop/novelty": 0.9295884027957546, "prop/diversity": 0.8789358605280414, "prop/vol_nhoc_mean": 0.5846699001663812, "prop/vol_nhoc_std": 0.19779794503024392, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.7728958687968709, "epoch": 43}
[vol_nhoc]: [Mean: 0.585   STD: 0.198   MIN: 0.009   MAX: 0.958]
********************************************************************************
Updating Discriminator...
[1mEpoch 44[22m / 100, G_STEP 1 / 1, PG_Loss: 169.195
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:04<00:00,  2.85it/s]

100%|██████████| 156/156 [01:04<00:00,  2.43it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9560    (95.75%)
Uniqueness:   7620    (79.71%)
Novelty:      7066    (92.73%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC2CCC3(CC3)C2C1
CC(C)C1CC(C)C2CCC(C2)C1C
CC(CC1(C)CCC1)C1CCCCCCC1
CCCCCCCC(C)C1CCCCC1
CCCCCCC1CCCC2CCCC2C1C
[vol_nhoc]: [Mean: 0.584   STD: 0.200   MIN: 0.021   MAX: 0.956]
********************************************************************************
Updating Discriminator...
2025-08-17 13:25:53,629 INFO [eval] {"step": 43, "prop/validity": 0.9575320512820513, "prop/uniqueness": 0.797071129707113, "prop/novelty": 0.9272965879265092, "prop/diversity": 0.8786706802160396, "prop/vol_nhoc_mean": 0.5843341626573895, "prop/vol_nhoc_std": 0.19964201953552596, "prop/vol_nhoc_min": 0.02149374669788864, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.7701136188460905, "epoch": 44}
[1mEpoch 45[22m / 100, G_STEP 1 / 1, PG_Loss: 157.031
  4%|▍         | 6/156 [00:02<01:07,  2.21it/s]































100%|██████████| 156/156 [01:03<00:00,  2.44it/s]
Total Computational Time: [1m 14.22 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9570    (95.85%)
Uniqueness:   7677    (80.22%)
Novelty:      7136    (92.95%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC2C(C)CCCCC(C1)C21CC1
CCCC12CCC(C(C)C)CC1(CC)C2
CC1CCC2CCC3(CC3)C2C1
CC12CCC(CC3CC(C3)C1)C2
CC1(C)CCC(C2(C)CC2)C1
2025-08-17 13:44:02,451 INFO [eval] {"step": 44, "prop/validity": 0.9585336538461539, "prop/uniqueness": 0.8021943573667711, "prop/novelty": 0.9295297642308193, "prop/diversity": 0.8780108505082782, "prop/vol_nhoc_mean": 0.5935655730971711, "prop/vol_nhoc_std": 0.19528474391434708, "prop/vol_nhoc_min": 0.02396040882475601, "prop/vol_nhoc_max": 0.9575971401542349, "prop/objective": 0.7754777843276173, "epoch": 45}
[vol_nhoc]: [Mean: 0.594   STD: 0.195   MIN: 0.024   MAX: 0.958]
********************************************************************************
Updating Discriminator...
[1mEpoch 46[22m / 100, G_STEP 1 / 1, PG_Loss: 136.544
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:02<00:00,  2.51it/s]
Total Computational Time: [1m 14.53 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9574    (95.89%)
Uniqueness:   7619    (79.58%)
Novelty:      7080    (92.93%)
Diversity:    0.88
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CC1CC(C)C12CCCCC(C)(C)CCC2
CCC1(C2CCCCCCCC2)CCC1
CCCCCC12CCCCCCC1(C)CC2
CCC(C1CC1)C1(C)CCCC(C)(C)CC1
2025-08-17 14:02:29,103 INFO [eval] {"step": 45, "prop/validity": 0.9589342948717948, "prop/uniqueness": 0.7958011280551494, "prop/novelty": 0.929255807848799, "prop/diversity": 0.8782403458118785, "prop/vol_nhoc_mean": 0.5969192931737187, "prop/vol_nhoc_std": 0.1965974968803391, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.7755659634246361, "epoch": 46}
[vol_nhoc]: [Mean: 0.597   STD: 0.197   MIN: 0.009   MAX: 0.957]
********************************************************************************
Updating Discriminator...
[1mEpoch 47[22m / 100, G_STEP 1 / 1, PG_Loss: 160.839
  1%|▏         | 2/156 [00:00<00:56,  2.71it/s]































100%|██████████| 156/156 [01:02<00:00,  2.48it/s]
Total Computational Time: [1m 14.84 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9534    (95.49%)
Uniqueness:   7653    (80.27%)
Novelty:      7159    (93.55%)
Diversity:    0.88
Samples of Novel SMILES:
CC1(C)CCC(C2(C)CC2)C1
CC1(C(CC2CC2)C2CC2)CC1
CC(C)CC1CC1C1CC1
CCC1(C)CC2(CC)CC1C2C
CCC12CCCC(C1)C(C)(CC(C)C)C2
[vol_nhoc]: [Mean: 0.596   STD: 0.197   MIN: 0.016   MAX: 0.937]
********************************************************************************
Updating Discriminator...
2025-08-17 14:20:53,689 INFO [eval] {"step": 46, "prop/validity": 0.9549278846153846, "prop/uniqueness": 0.802706104468219, "prop/novelty": 0.9354501502678688, "prop/diversity": 0.8784893438111142, "prop/vol_nhoc_mean": 0.5957417414028111, "prop/vol_nhoc_std": 0.1974084631340638, "prop/vol_nhoc_min": 0.01579062544106133, "prop/vol_nhoc_max": 0.9373978334870534, "prop/objective": 0.7769135244314189, "epoch": 47}
[1mEpoch 48[22m / 100, G_STEP 1 / 1, PG_Loss: 149.267
Generating 10000 samples for evaluation...
































100%|██████████| 156/156 [01:05<00:00,  2.38it/s]
Total Computational Time: [1m 15.14 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9568    (95.83%)
Uniqueness:   7620    (79.64%)
Novelty:      7107    (93.27%)
Diversity:    0.88
Samples of Novel SMILES:
CC1(C)CCC(C2(C)CC2)C1
CCC1(CC2CCCCC2)CC1C
CCC1CCC2(C)CC(C(C)C)CC1C2
CC1CCCC1C(C)(C)C1(C)CC1
CC(C)CC1CC1C1CC1
2025-08-17 14:39:13,967 INFO [eval] {"step": 47, "prop/validity": 0.9583333333333334, "prop/uniqueness": 0.7964046822742475, "prop/novelty": 0.9326771653543308, "prop/diversity": 0.87834435996829, "prop/vol_nhoc_mean": 0.6012397591004234, "prop/vol_nhoc_std": 0.19619460386852555, "prop/vol_nhoc_min": 0.03240166851021653, "prop/vol_nhoc_max": 0.9295438875219264, "prop/objective": 0.7779789398325517, "epoch": 48}
[vol_nhoc]: [Mean: 0.601   STD: 0.196   MIN: 0.032   MAX: 0.930]
********************************************************************************
Updating Discriminator...
[1mEpoch 49[22m / 100, G_STEP 1 / 1, PG_Loss: 139.350
  0%|          | 0/156 [00:00<?, ?it/s]
































 99%|█████████▉| 155/156 [01:04<00:00,  2.60it/s]

100%|██████████| 156/156 [01:04<00:00,  2.42it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9508    (95.23%)
Uniqueness:   7483    (78.70%)
Novelty:      6984    (93.33%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCCC2CCCC(C)(C1)C(C)(C)C2
CCCC12CC(CC3CCC1C3)C2
CCC1(C)CC2(CC2)CC12CC2
CCC(CC)C(C)C
CC1(C)CCC(C2(C)CC2)C1
[vol_nhoc]: [Mean: 0.604   STD: 0.198   MIN: 0.020   MAX: 0.946]
********************************************************************************
Updating Discriminator...
2025-08-17 14:57:29,893 INFO [eval] {"step": 48, "prop/validity": 0.952323717948718, "prop/uniqueness": 0.7870214556163231, "prop/novelty": 0.9333155151677135, "prop/diversity": 0.8779616280325563, "prop/vol_nhoc_mean": 0.603911731120075, "prop/vol_nhoc_std": 0.1979734821202115, "prop/vol_nhoc_min": 0.020042915172441007, "prop/vol_nhoc_max": 0.9463728078394775, "prop/objective": 0.776096830194581, "epoch": 49}
[1mEpoch 50[22m / 100, G_STEP 1 / 1, PG_Loss: 144.811
Generating 10000 samples for evaluation...




























100%|██████████| 156/156 [00:59<00:00,  2.61it/s]
Total Computational Time: [1m 15.77 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9544    (95.59%)
Uniqueness:   7562    (79.23%)
Novelty:      7059    (93.35%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1CCCCC2CCC(C)C1C2
CCC(CC)CC1CCC2CCC(C)C1C2
CCCC12CC1C1(CC1)C2C
CCC1(CC)CCC2(CC1)CC(C)(C)C2
CCCC1C23CCCC12C1CCCCC13
2025-08-17 15:16:34,661 INFO [eval] {"step": 49, "prop/validity": 0.9559294871794872, "prop/uniqueness": 0.7923302598491199, "prop/novelty": 0.9334832055011901, "prop/diversity": 0.8782111919118032, "prop/vol_nhoc_mean": 0.6075693240033744, "prop/vol_nhoc_std": 0.19378542036792107, "prop/vol_nhoc_min": 0.03073291300996899, "prop/vol_nhoc_max": 0.9533393514143234, "prop/objective": 0.7793763201073092, "epoch": 50}
[vol_nhoc]: [Mean: 0.608   STD: 0.194   MIN: 0.031   MAX: 0.953]
********************************************************************************
Updating Discriminator...
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 51[22m / 100, G_STEP 1 / 1, PG_Loss: 140.629































100%|██████████| 156/156 [01:02<00:00,  2.51it/s]
Total Computational Time: [1m 16.07 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9548    (95.63%)
Uniqueness:   7527    (78.83%)
Novelty:      7025    (93.33%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1CCCCC2CC(C)(C1)C2(C)CC
CCCC12CCCCC(CC)(CC1)CC2
CC(CCCC1CC1)CC1CCCC1
CC1(C)CCC(C2(C)CC2)C1
CCC12CCCCC3CC(CCC1)C32
[vol_nhoc]: [Mean: 0.613   STD: 0.193   MIN: 0.026   MAX: 0.930]
********************************************************************************
Updating Discriminator...
2025-08-17 15:34:37,237 INFO [eval] {"step": 50, "prop/validity": 0.9563301282051282, "prop/uniqueness": 0.7883326351068286, "prop/novelty": 0.9333067623223064, "prop/diversity": 0.8781569935009068, "prop/vol_nhoc_mean": 0.6125157102552158, "prop/vol_nhoc_std": 0.1931469314534558, "prop/vol_nhoc_min": 0.0256652295804906, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.780600189228939, "epoch": 51}
[1mEpoch 52[22m / 100, G_STEP 1 / 1, PG_Loss: 149.687
Generating 10000 samples for evaluation...






























 99%|█████████▊| 154/156 [01:00<00:00,  2.75it/s]

100%|██████████| 156/156 [01:01<00:00,  2.55it/s]
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9511    (95.27%)
Uniqueness:   7463    (78.47%)
Novelty:      6987    (93.62%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC1(C)C1CCC2CCC2C1
CC1(C)CCCCC(C)(CCC2CCCC2)C1
CCCCCC12CCCCCCC1(C)CC2
CC12CCCC3(CC4CCC41C3)C2
CC1(C)CCC(C2(C)CC2)C1
2025-08-17 15:53:09,198 INFO [eval] {"step": 51, "prop/validity": 0.9527196233597115, "prop/uniqueness": 0.7846703816633371, "prop/novelty": 0.9362186788154897, "prop/diversity": 0.8780455504049584, "prop/vol_nhoc_mean": 0.6180367591859562, "prop/vol_nhoc_std": 0.19035413836488985, "prop/vol_nhoc_min": 0.025357861132906577, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.7819364404420902, "epoch": 52}
[vol_nhoc]: [Mean: 0.618   STD: 0.190   MIN: 0.025   MAX: 0.956]
********************************************************************************
Updating Discriminator...
[1mEpoch 53[22m / 100, G_STEP 1 / 1, PG_Loss: 156.877
  1%|          | 1/156 [00:00<01:10,  2.18it/s]






























 99%|█████████▉| 155/156 [01:00<00:00,  2.44it/s]

100%|██████████| 156/156 [01:00<00:00,  2.56it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9528    (95.43%)
Uniqueness:   7445    (78.14%)
Novelty:      6978    (93.73%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCCCC2(C)CC1(C)C2C
CC1CC23CCC4CC1(C4)CC2CC3
CCC1(C)C2CCC3(CC3)C21
CC12CCC(CC3CC(C3)C1)C2
CC1(C)CCC(C2(C)CC2)C1
2025-08-17 16:11:38,169 INFO [eval] {"step": 52, "prop/validity": 0.9543269230769231, "prop/uniqueness": 0.7813811922753988, "prop/novelty": 0.9372733378106112, "prop/diversity": 0.8772559380127244, "prop/vol_nhoc_mean": 0.6189939296318617, "prop/vol_nhoc_std": 0.18901894432714605, "prop/vol_nhoc_min": 0.022401679827048545, "prop/vol_nhoc_max": 0.9531894898412783, "prop/objective": 0.7821938624853313, "epoch": 53}
[vol_nhoc]: [Mean: 0.619   STD: 0.189   MIN: 0.022   MAX: 0.953]
********************************************************************************
Updating Discriminator...
[1mEpoch 54[22m / 100, G_STEP 1 / 1, PG_Loss: 175.831
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:03<00:00,  2.45it/s]
Total Computational Time: [1m 17.00 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9508    (95.23%)
Uniqueness:   7469    (78.55%)
Novelty:      7013    (93.89%)
Diversity:    0.88
Samples of Novel SMILES:
CCC(C)(C1CC1)C(C)C1CCCCC1
CCC1(C)CC2(CC2)CC12CC2
CCCCC(C)(CC)C1CCC2CC(C2)C1
CCCCC1CC1C1(CC)CCC1
CC12CCC(CC3CC(C3)C1)C2
2025-08-17 16:30:27,141 INFO [eval] {"step": 53, "prop/validity": 0.952323717948718, "prop/uniqueness": 0.7855490113588557, "prop/novelty": 0.9389476502878564, "prop/diversity": 0.8768161712604831, "prop/vol_nhoc_mean": 0.6284902225356551, "prop/vol_nhoc_std": 0.18461130115945007, "prop/vol_nhoc_min": 0.02896829125314213, "prop/vol_nhoc_max": 0.944404497177328, "prop/objective": 0.7867601649333481, "epoch": 54}
[vol_nhoc]: [Mean: 0.628   STD: 0.185   MIN: 0.029   MAX: 0.944]
********************************************************************************
Updating Discriminator...
[1mEpoch 55[22m / 100, G_STEP 1 / 1, PG_Loss: 163.970
  4%|▍         | 7/156 [00:02<01:01,  2.40it/s]





























 98%|█████████▊| 153/156 [01:00<00:01,  2.77it/s]

100%|██████████| 156/156 [01:01<00:00,  2.52it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9482    (94.97%)
Uniqueness:   7355    (77.57%)
Novelty:      6913    (93.99%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1CCCC12CCC(C)(CC)CC2
CCC1(C)C2CCC1CC(C1CC1)C2
CCC1(C)CC2(CC2)CC12CC2
CC1CC2(C)C1CCCC21CCCC1C
CC12CCC3C(C1)C32C
2025-08-17 16:49:43,115 INFO [eval] {"step": 54, "prop/validity": 0.9497195512820513, "prop/uniqueness": 0.7756802362370808, "prop/novelty": 0.9399048266485384, "prop/diversity": 0.8762909749124757, "prop/vol_nhoc_mean": 0.626863713655251, "prop/vol_nhoc_std": 0.18756715507245852, "prop/vol_nhoc_min": 0.029115662101253655, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.7838064082956345, "epoch": 55}
[vol_nhoc]: [Mean: 0.627   STD: 0.188   MIN: 0.029   MAX: 0.930]
********************************************************************************
Updating Discriminator...
[1mEpoch 56[22m / 100, G_STEP 1 / 1, PG_Loss: 169.467
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:03<00:00,  2.45it/s]
Total Computational Time: [1m 17.64 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9982
Validity:     9542    (95.59%)
